2.094420033952222759e+00,1.228595250513367265e+00,1.801121912724482188e+00,4.282730666712591727e+00,8.521620365475838454e+00
2.156709887077139065e+00,2.029874718459392824e+00,1.420580012312516516e+00,5.198987614239097610e+00,7.634888415041193532e+00
1.716061641144803085e+00,1.545464061310571013e+00,1.509198011472316692e+00,3.695676232841885955e+00,8.888869503764940561e+00
2.950391211788895518e+00,2.785093341138504375e+00,1.632683885270365565e+00,6.552833521065377198e+00,4.780946626353780537e+00
2.942169163227366546e+00,1.905579774971212670e+00,1.158038025892962120e+00,6.355428125937546469e+00,6.200199475846888575e+00
2.613693256177493929e+00,2.872330339619123762e+00,1.548511132197329720e+00,6.338093304378629611e+00,5.209779763634508676e+00
2.773932685613093696e+00,1.738008555811553446e+00,1.928411064536182939e+00,6.004945673439866738e+00,6.830312599903739290e+00
2.978071317768644199e+00,1.442840411184235228e+00,2.412182906229756174e+00,6.103454000146516734e+00,6.798230097381804171e+00
2.766337645003826395e+00,2.965767528996802405e+00,1.372430991881172790e+00,6.436221365023697238e+00,4.768680818273162814e+00
2.623284545940675727e+00,2.969987994212036408e+00,1.145828838675947869e+00,6.349637537902274254e+00,5.012352913241265639e+00
1.898829520388744641e+00,2.980958239815868716e+00,2.186443658192308792e+00,5.593828592865339289e+00,6.482032519210826571e+00
1.296050750896818649e+00,1.136594376630634340e+00,2.304938835121184582e+00,2.475820132234614057e+00,9.267165759319958340e+00
1.720074669682488677e+00,1.945057535328537979e+00,1.706331904346011452e+00,4.346757577202566836e+00,8.279753216995780818e+00
2.412311964289650668e+00,1.048787926886254329e+00,2.732418370649561723e+00,4.926962133585409020e+00,7.733841106460649151e+00
2.906978981294936482e+00,1.062457239479794868e+00,1.890131758159210307e+00,5.613430310965533465e+00,7.472821926529322312e+00
2.737857047796081300e+00,2.505326886172159817e+00,1.993097890783675163e+00,6.375465190456100828e+00,5.629018627418596488e+00
1.749145325270942131e+00,2.514163309049503248e+00,2.570396931060990209e+00,4.955706170293502133e+00,7.467342077734550720e+00
1.775201632287895626e+00,2.383510632679852748e+00,1.455486579506609424e+00,4.861528806646163936e+00,7.750142662125383275e+00
1.967741493588897050e+00,2.263286757919599879e+00,2.572754207905072033e+00,5.111555163810503899e+00,7.472089708883827619e+00
1.118960277177061258e+00,1.770570515912075038e+00,2.142846750981361126e+00,2.931364229593843795e+00,8.950675665231004885e+00
2.379320602974108745e+00,2.979325071956663962e+00,1.963801910976198162e+00,6.159465250907556033e+00,5.469564510215101372e+00
2.336670129978531740e+00,1.565340944460377637e+00,1.372347422610185497e+00,5.053149720048201843e+00,7.937825216209924761e+00
1.687628314700909238e+00,1.965677145341814702e+00,1.908319323205109219e+00,4.369203706660695907e+00,8.180107970004483420e+00
1.079728677584124608e+00,1.008991219605700262e+00,2.898445170032200480e+00,2.087330925162505846e+00,9.115476744927159203e+00
2.628003843070492174e+00,2.129895486616121936e+00,2.128573635739255732e+00,6.072267719192400826e+00,6.509610439478547228e+00
1.588478573461164167e+00,1.997077890312448423e+00,1.104609336290569344e+00,3.849626233379763285e+00,8.735226912755495121e+00
1.614381211724550402e+00,1.366172804568665189e+00,1.176586617747418018e+00,2.871459748043190707e+00,9.390244618382919128e+00
1.940900206906724046e+00,1.241212019332798233e+00,2.953428465009622528e+00,4.366342380761934372e+00,7.882329011947849295e+00
1.064712679174449450e+00,2.939536959821935191e+00,2.064191458388327405e+00,4.132827521331910781e+00,7.753095337476868742e+00
1.706693040469257960e+00,2.526639677488440761e+00,1.215792724330156283e+00,4.851794111096629614e+00,7.704418759328364175e+00
1.183450935627287093e+00,1.030648977689176737e+00,2.945516344021818167e+00,2.441714768468968622e+00,8.958643508801671373e+00
2.094249058564231269e+00,1.731900595345248872e+00,2.072491377769693166e+00,4.908295145270736626e+00,7.834001017499724995e+00
2.146749030291019267e+00,1.082790905304990225e+00,2.026958122337855883e+00,4.304810867641628569e+00,8.463726851996804967e+00
2.076366377990947143e+00,2.016774104683113134e+00,1.464603154474844127e+00,5.050899918143521461e+00,7.766050508332273061e+00
1.484471300707826069e+00,1.767325263034002392e+00,1.401662125026542416e+00,3.388671334267224999e+00,9.014762035325876610e+00
1.738672121828243489e+00,2.960585847529133119e+00,2.097354374502480745e+00,5.328283533264788652e+00,6.862934209527706386e+00
1.548900275562046014e+00,2.716057500447559114e+00,2.450501181408150764e+00,4.787066638121004303e+00,7.480754611675111576e+00
2.641375067500403517e+00,2.963172310944877097e+00,1.469536960493979860e+00,6.361581742180016263e+00,4.991694796743148643e+00
2.725460554723380113e+00,2.679759788956415534e+00,1.004152080798968560e+00,6.401803819382527294e+00,5.345832194266968429e+00
1.895045166323461761e+00,1.633435915555492723e+00,2.956911057569713730e+00,4.610012571168727646e+00,7.580711226798717561e+00
2.318681916165667101e+00,2.084580721292059291e+00,2.502249175029310102e+00,5.539300737367515381e+00,7.254526991382997281e+00
2.578422432365458761e+00,1.485785014067021459e+00,1.646680289112554929e+00,5.431819899581036282e+00,7.589523209884954547e+00
1.729589424616425175e+00,2.878214534258568325e+00,1.870512297508852617e+00,5.242532445140210662e+00,7.042162828658558027e+00
1.504405467842348854e+00,1.540978985698372217e+00,1.610691969602184859e+00,3.210081004900059654e+00,9.115317662885457750e+00
2.452141954871672525e+00,1.704622571828410482e+00,1.561263363146571992e+00,5.409087927943727614e+00,7.557375307095300698e+00
1.568923527392416251e+00,1.583313172314055217e+00,2.753663769698513786e+00,3.982176077487098453e+00,8.116749379072029313e+00
1.879920457558623914e+00,2.892521682323544674e+00,2.797874813499862334e+00,5.503885507078793538e+00,6.697120507808621781e+00
1.118093385208339896e+00,1.278072115296269073e+00,1.006429592267184647e+00,9.951574278316741573e-01,9.921015450644766531e+00
2.050425984715038119e+00,2.123580721698648865e+00,1.261685124294153137e+00,5.088455692903997019e+00,7.705703912325660099e+00
2.431380790881182641e+00,2.837129732635830237e+00,2.886009548169307770e+00,6.174123677259700571e+00,5.636824837139992717e+00
